INSTNM,CITY,STABBR,PREDDEG,CONTROL,LOCALE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,NPT4_PUB,NPT4_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6,gt_25k_05_p6
Belle Academy of Cosmetology,Waterbury,CT,0,1,22.0,,,,,,,,,0.0,6.0,0.1667,0.3333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,,,0.5,,0.0,,,0.5,,,,,,,,,
University of Kansas,Lawrence,KS,3,1,13.0,,,,25.0,25.0,25.0,,1145.0,0.0,18731.0,0.7481,0.0407,0.0641,0.0391,0.0053,0.001,0.0421,0.0521,0.0075,0.099,17690.0,,0.2216,0.799,,0.7627,,0.4532,0.1031,20114,223.3066337,0.873106369,0.628344975,,44600.0,0.708187282,1.0
Everest University-Largo,Largo,FL,1,3,13.0,,,,,,,,,0.0,468.0,0.5449,0.2415,0.1047,0.015,0.0064,0.0085,0.0342,0.0,0.0449,0.2158,,22612.0,0.7918,,,,,0.7163,0.6902,10736,119.1916088,0.215213358,0.398128571,,25300.0,0.346471131,0.0
City University of Seattle,Seattle,WA,3,2,11.0,,,,,,,,,0.0,1162.0,0.4036,0.0439,0.0697,0.0293,0.0129,0.0052,0.0026,0.1773,0.2556,0.457,,32119.0,0.3022,0.4,,0.7692,,0.584,0.6329,25000,277.55125,0.788461538,0.090909091,,50400.0,0.761643827,1.0
University of Maryland-Baltimore,Baltimore,MD,3,1,11.0,,,,,,,,,0.0,738.0,0.5447,0.1436,0.0556,0.1504,0.0014,0.0014,0.0366,0.0352,0.0312,0.2561,,,0.2005,,,,,0.5014,0.5710000000000001,14500,160.979725,0.955958549,,,80400.0,0.944099367,1.0
The Hair Design School-Charlotte,Charlotte,NC,1,3,11.0,,,,,,,,,0.0,134.0,0.0299,0.8582,0.0224,0.0,0.0,0.0,0.0,0.0,0.0896,0.209,,12950.0,0.8376,,0.619,,0.375,0.7735,0.5,9522,105.7137201,0.473684211,,,16700.0,0.183856502,0.0
Glen Dow Academy of Hair Design,Spokane,WA,1,3,12.0,,,,,,,,,0.0,153.0,0.8105,0.0131,0.0588,0.0065,0.0327,0.0,0.0523,0.0,0.0261,0.0131,,12175.0,0.3854,,0.72,,,0.4479,0.3791,5225,58.00821125,0.661087866,,0.860586058,18200.0,0.313186824,0.0
Kaplan College-Charlotte,Charlotte,NC,1,3,11.0,,,,,,,,,0.0,382.0,0.0995,0.7487,0.1126,0.0105,0.0079,0.0,0.0,0.0,0.0209,0.0,,22199.0,0.7115,,0.7903,,,0.6092,0.4817,9500,105.469475,0.303684879,,,38700.0,0.348235279,0.0
Salem International University,Salem,WV,3,3,42.0,,,,,,,,,0.0,441.0,0.3492,0.1973,0.0476,0.0023,0.0045,0.0023,0.0045,0.0952,0.2971,0.0,,22443.0,0.6978,0.4058,,,,0.8718,0.4286,26875,298.3675938,0.276771005,0.092029448,,29700.0,0.471264362,0.0
University of Maine at Machias,Machias,ME,3,1,43.0,470.0,465.0,450.0,22.0,21.0,22.0,,937.0,0.0,596.0,0.8121,0.0369,0.0369,0.0034,0.0218,0.0,0.0252,0.0117,0.052000000000000005,0.2701,9133.0,,0.4086,0.6585,,0.6667,,0.4357,0.4081,21250,235.9185625,0.681481481,0.306210526,,27000.0,0.402234644,0.0
Buckner Barber School,Dallas,TX,1,3,11.0,,,,,,,,,0.0,28.0,0.0357,0.4286,0.5,0.0,0.0,0.0,0.0357,0.0,0.0,0.0,,3842.0,0.7397,,0.6905,,,0.0685,0.3571,,,,,0.826093478,,,
Blake Austin College Beauty Academy,Vacaville,CA,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10555,117.1821378,0.760383387,,,,,
University of Louisiana at Lafayette,Lafayette,LA,3,1,12.0,,545.0,520.0,23.0,24.0,23.0,,1070.0,0.0,14261.0,0.6842,0.213,0.0316,0.0193,0.0043,0.0008,0.0158,0.022000000000000002,0.0091,0.1393,8478.0,,0.3405,0.7426,,0.4583,,0.3735,0.1574,20898,232.0106409,0.790959041,0.443560492,,37900.0,0.603271961,1.0
Vermilion Community College,Ely,MN,2,1,33.0,,,,,,,,,0.0,515.0,0.833,0.0699,0.033,0.0039,0.0175,0.0,0.0427,0.0,0.0,0.0699,12403.0,,0.3523,,0.4888,,0.4,0.5207,0.1224,14250,158.2042125,0.623582766,,0.316218803,31600.0,0.560747683,1.0
Long Island Business Institute,Flushing,NY,2,3,11.0,,,,,,,,,0.0,416.0,0.1875,0.1563,0.2067,0.3774,0.0,0.0,0.0048,0.0673,0.0,0.2524,,13115.0,0.9221,,0.3945,,0.8333,0.1363,0.6525,17199,190.944158,0.706349206,,0.29029,17600.0,0.313901335,0.0
Shenandoah University,Winchester,VA,3,2,13.0,495.0,510.0,490.0,23.0,21.0,21.0,,1016.0,0.0,1859.0,0.6643,0.1372,0.043,0.0425,0.0194,0.0043,0.0,0.05,0.0393,0.0371,,26509.0,0.1869,0.7571,,0.5,,0.5679,0.1219,25000,277.55125,0.80798274,0.422247504,,40600.0,0.655007958,1.0
Somerset Community College,Somerset,KY,1,1,33.0,,,,,,,,,0.0,6037.0,0.9535,0.0106,0.0128,0.0023,0.0036,0.0005,0.0118,0.0008,0.0041,0.4307,5830.0,,0.6121,,0.6274,,0.4319,0.4519,0.4855,15000,166.53075,0.40474621,,0.293831744,25800.0,0.366518348,0.0
Educators of Beauty College of Cosmetology-La Salle,La Salle,IL,1,3,32.0,,,,,,,,,0.0,33.0,0.7576,0.0303,0.0909,0.0,0.0303,0.0,0.0,0.0,0.0909,0.0,,9725.0,0.4419,,0.5,,,0.4419,0.1818,12752,141.5733416,0.8,,0.684257895,,0.094339624,0.0
Lawrence Technological University,Southfield,MI,3,2,13.0,555.0,590.0,535.0,25.0,25.0,26.0,,1145.0,0.0,3033.0,0.457,0.0557,0.0201,0.2298,0.0033,0.0003,0.0,0.0488,0.185,0.4936,,25658.0,0.1847,0.8179,,0.2941,,0.3302,0.15,27850,309.1920925,0.817177914,0.505121233,,53700.0,0.707720578,1.0
Pinnacle Career Institute-Lawrence,Lawrence,KS,1,3,13.0,,,,,,,,,0.0,113.0,0.7788,0.0619,0.0885,0.0177,0.0354,0.0,0.0177,0.0,0.0,0.0,,21141.0,0.7791,,0.7317,,,0.9767,0.6372,10621,117.9148731,0.463414634,,0.78723617,23000.0,0.367647052,0.0
Hair Expressions Academy,Rockville,MD,1,3,21.0,,,,,,,,,0.0,45.0,0.2444,0.3111,0.2667,0.1111,0.0,0.0,0.0,0.0,0.0667,0.0,,13765.0,0.4632,,0.9318,,,0.6324,0.4889,9833,109.1664577,0.679389313,,0.769773381,,,
GUTI The Premier Beauty & Wellness Academy,Bradenton,FL,1,3,13.0,,,,,,,,,0.0,129.0,0.4574,0.1473,0.3256,0.0,0.0078,0.0,0.0078,0.0543,0.0,0.0,,12644.0,0.4783,,0.8214,,,0.2652,0.4961,6469.5,71.82471248,0.287671233,,0.8691,,0.272727281,0.0
Forsyth Technical Community College,Winston Salem,NC,2,1,12.0,,,,,,,,,0.0,8642.0,0.5653,0.3072,0.0672,0.0142,0.0047,0.0015,0.0196,0.0047,0.0155,0.5058,6085.0,,0.5068,,0.5729,,0.3978,0.2024,0.4487,11984.5,133.0525182,,,0.242892925,25700.0,0.408427864,0.0
Bellingham Technical College,Bellingham,WA,2,1,13.0,,,,,,,,,0.0,720.0,0.7083,0.0222,0.0875,0.0389,0.0097,0.0042,0.05,0.0,0.0792,0.3153,4491.0,,0.4495,,0.7714,,0.4167,0.3209,0.5988,16737.5,185.8205619,0.621103118,,0.554447525,34600.0,0.686182678,1.0
Pellissippi State Community College,Knoxville,TN,2,1,21.0,,,,,,,,,0.0,8776.0,0.8128,0.0852,0.0376,0.0165,0.0042,0.0013,0.0291,0.0117,0.0016,0.4133,8601.0,,0.4133,,0.5464,,0.4987,0.2645,0.3083,11250,124.8980625,0.572561186,,0.21670421,26900.0,0.445952505,0.0
Susquehanna University,Selinsgrove,PA,3,2,32.0,565.0,560.0,550.0,25.0,25.0,25.0,,1129.0,0.0,2138.0,0.8382,0.0533,0.0547,0.013999999999999999,0.0014,0.0014,0.0234,0.0136,0.0,0.0075,,24954.0,0.2248,0.8384,,,,0.6926,0.0146,25000,277.55125,0.952120383,0.745529699,,50000.0,0.750896037,1.0
International Technical College,San Juan,PR,1,3,11.0,,,,,,,,,0.0,102.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4490.0,0.7761,,0.5921,,,0.0,0.4804,,,,,0.463917182,18000.0,0.201834857,0.0
Brown Mackie College-Birmingham,Birmingham,AL,1,3,21.0,,,,,,,,,0.0,954.0,0.0786,0.8973,0.0126,0.001,0.0,0.0031,0.0,0.0,0.0073,0.0,,19420.0,0.7844,0.2727,,,,0.7259,0.6551,21599,239.793178,0.289359316,,,25200.0,0.501259446,1.0
Alliant International University-Los Angeles,Alhambra,CA,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,22.2041,0.786259542,,,51800.0,0.814285696,1.0
Focus-Hope Information Technologies Center,Detroit,MI,0,2,11.0,,,,,,,,,0.0,17.0,0.4118,0.5882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,0.866666667,,,
Samuel Merritt University,Oakland,CA,3,2,11.0,,,,,,,,,0.0,506.0,0.4229,0.0395,0.1462,0.2589,0.0079,0.0178,0.0613,0.0099,0.0356,0.0277,,,0.2003,,,,,0.8545,0.6095,18750,208.1634375,0.980707395,,,111500.0,0.947698772,1.0
California State University-Stanislaus,Turlock,CA,3,1,23.0,455.0,465.0,,19.0,18.0,20.0,,917.0,0.0,7751.0,0.282,0.0255,0.4496,0.1133,0.0035,0.0072,0.0369,0.0204,0.0615,0.1557,7797.0,,0.5774,0.8725,,0.5185,,0.4286,0.203,16500,183.183825,0.833404895,0.503997722,,44900.0,0.582049906,1.0
Georgia Military College-Columbus Campus,Columbus,GA,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10500,116.571525,0.480910918,,,,,
Arthur's Beauty College Inc-Jacksonville,Jacksonville,AR,1,3,21.0,,,,,,,,,0.0,64.0,0.7969,0.1563,0.0156,0.0,0.0,0.0,0.0156,0.0,0.0156,0.0,,10946.0,0.679,,0.6,,,0.679,0.5469,9900,109.910295,0.456410256,,0.572644444,15400.0,0.181818187,0.0
Saint Louis University,Saint Louis,MO,3,2,11.0,585.0,615.0,,28.0,29.0,27.0,,1237.0,0.0,7961.0,0.6568,0.0688,0.0329,0.0823,0.0013,0.0,0.0509,0.0764,0.0306,0.1025,,31781.0,0.1415,0.8683,,0.0,,0.348,0.0955,25000,277.55125,0.885360186,0.699655382,,55200.0,0.791489363,1.0
Judson College,Marion,AL,3,2,43.0,595.0,550.0,570.0,22.0,23.0,20.0,,1023.0,0.0,331.0,0.7915,0.145,0.0151,0.0091,0.003,0.0,0.006,0.0091,0.0211,0.2115,,17243.0,0.4788,0.5974,,,,0.711,0.2622,,,0.718120805,0.390415068,,30700.0,0.373831779,0.0
Empire Beauty School-Florence,Florence,KY,1,3,21.0,,,,,,,,,0.0,165.0,0.8121,0.0727,0.0242,0.0061,0.0061,0.0061,0.0182,0.0,0.0545,0.2242,,11300.0,0.7734,,0.7659999999999999,,0.5652,0.723,0.3333,9083,100.8399202,0.454248366,,0.499986957,14900.0,0.252100855,0.0
Eastern Shore Community College,Melfa,VA,1,1,43.0,,,,,,,,,0.0,652.0,0.4479,0.4525,0.0675,0.0077,0.0015,0.0031,0.0107,0.0015,0.0077,0.6273,5550.0,,0.5141,,0.494,,0.3733,0.0,0.3419,,,,,0.325681651,28000.0,0.252380967,0.0
Midwest College of Oriental Medicine-Chicago,Chicago,IL,3,3,11.0,,,,,,,,,0.0,31.0,0.5161,0.0968,0.0645,0.1613,0.0323,0.0,0.0323,0.0968,0.0,0.5484,,,0.1351,,,,,0.4595,0.9677,,,0.756756757,,,,,
Mitchells Hairstyling Academy-Greenville,Greenville,NC,1,3,13.0,,,,,,,,,0.0,42.0,0.619,0.3571,0.0238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8504.0,0.0789,,,,,0.0789,0.2619,,,,,,,,
Mirrer Yeshiva Cent Institute,Brooklyn,NY,3,2,11.0,,,,,,,,,0.0,160.0,0.9688,0.0,0.0,0.0,0.0,0.0,0.0,0.0313,0.0,0.0,,4683.0,0.4855,0.7619,,,,0.0,0.0313,,,,0.1172125,,14100.0,,
Everest College-San Jose,San Jose,CA,1,3,11.0,,,,,,,,,0.0,172.0,0.157,0.0581,0.6105,0.0756,0.0058,0.0349,0.0523,0.0,0.0058,0.0,,24919.0,0.6337,,0.68,,,0.4926,0.4419,9500,105.469475,0.42768595,,0.731449274,32000.0,0.517630458,1.0
Norfolk State University,Norfolk,VA,3,1,12.0,440.0,440.0,420.0,18.0,,,,879.0,0.0,5955.0,0.0502,0.8381,0.0262,0.0049,0.0022,0.0015,0.0291,0.0047,0.0432,0.1666,11901.0,,0.6169,0.7203,,0.3333,,0.8228,0.2745,31000,344.16355,0.450561798,0.344195665,,34400.0,0.538936973,1.0
Corinth Academy of Cosmetology,Corinth,MS,1,3,33.0,,,,,,,,,0.0,160.0,0.6688,0.3313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,,6382.0,0.6,,0.5,,,0.1902,0.3688,5500,61.061275,,,0.95455,,,
Atelier Esthetique Institute of Esthetics,New York,NY,1,3,11.0,,,,,,,,,0.0,128.0,0.4609,0.2188,0.2031,0.0938,0.0,0.0078,0.0078,0.0,0.0078,0.4219,,12807.0,0.5254,,,,,0.5805,0.7031,5846,64.9025843,,,0.90185,,,
Western International University,Tempe,AZ,3,3,12.0,,,,,,,,,0.0,1369.0,0.4894,0.1534,0.1512,0.0044,0.0205,0.0051,0.0431,0.0131,0.1198,0.0,,20176.0,0.3861,0.1786,,,,0.3922,0.9272,33718.5,374.3444729,0.692321623,0.13582948,,52600.0,0.571994126,1.0
Bennett College,Greensboro,NC,3,2,11.0,,,,,,,,,0.0,612.0,0.0016,0.8971,0.0261,0.0016,0.0033,0.0,0.0163,0.0049,0.049,0.0049,,20031.0,0.7185,0.6093,,,,0.8699,0.0235,37000,410.77585,0.426035503,0.407751456,,29400.0,0.351063818,0.0
Vanguard College of Cosmetology-Metairie,Metairie,LA,1,3,12.0,,,,,,,,,0.0,123.0,0.4309,0.4472,0.0,0.0081,0.0,0.0,0.0813,0.0325,0.0,0.0,,10535.0,0.5243,,0.8462,,,0.6703,0.2439,16500,183.183825,0.505050505,,,,0.24242425,0.0
Indiana Wesleyan University,Marion,IN,3,2,32.0,525.0,535.0,515.0,24.0,25.0,24.0,,1083.0,0.0,10625.0,0.7624,0.1762,0.0299,0.0072,0.0037,0.001,0.016,0.0014,0.0021,0.0983,,25340.0,0.3903,0.7776,,1.0,,0.6958,0.6919,24806.5,275.4030033,0.800482218,0.645498644,,46000.0,0.781734467,1.0
Delaware Technical Community College-Owens,Georgetown,DE,2,1,31.0,,,,,,,,,0.0,3978.0,0.6556,0.1878,0.0734,0.0181,0.0055,0.0008,0.0216,0.0292,0.008,0.5035,4535.0,,0.4808,,0.5921,,0.3642,0.1494,0.3561,5943,65.97948315,0.643889619,,0.205223568,28800.0,0.488648653,0.0
Bridgerland Applied Technology College,Logan,UT,1,1,13.0,,,,,,,,,0.0,593.0,0.8887,0.0017,0.0658,0.0101,0.0118,0.0017,0.0051,0.0,0.0152,0.5025,1663.0,,0.0484,,0.5,,0.6491,0.0,0.4148,,,,,0.542058621,25800.0,0.456790119,0.0
College of Hair Design-East Campus,Lincoln,NE,1,3,11.0,,,,,,,,,0.0,114.0,0.9035,0.0175,0.0263,0.0088,0.0088,0.0,0.0351,0.0,0.0,0.0,,14636.0,0.3724,,0.8846,,,0.6633,0.1667,14499,160.968623,0.755287009,,0.8136,18100.0,0.333333343,0.0
Cheveux School of Hair Design,Jacksonville,NC,1,3,22.0,,,,,,,,,0.0,34.0,0.3235,0.4118,0.1176,0.1176,0.0,0.0,0.0294,0.0,0.0,0.0,,13047.0,0.9259,,1.0,,,0.0,0.7059,,,,,,,,
Michigan Barber School Inc,Detroit,MI,1,2,11.0,,,,,,,,,0.0,163.0,0.0245,0.8957,0.0736,0.0,0.0,0.0,0.0061,0.0,0.0,0.0,,8079.0,0.4826,,0.125,,,0.0,0.6748,,,,,0.542521277,15400.0,0.24166666,0.0
Sacred Heart University,Fairfield,CT,3,2,21.0,,,,,,,,,0.0,4409.0,0.6641,0.0311,0.0612,0.0195,0.0036,0.0014,0.0025,0.0088,0.2078,0.1447,,35137.0,0.15,0.8104,,,,0.706,0.1337,25000,277.55125,0.905648665,0.663509062,,54100.0,0.751499593,1.0
Sierra College of Beauty,Merced,CA,1,3,13.0,,,,,,,,,0.0,181.0,0.1602,0.0442,0.6354,0.0552,0.0,0.0,0.0,0.0,0.105,0.1602,,4229.0,0.4075,,0.75,,,0.0,0.3757,,,,,0.637436842,8400.0,0.173913047,0.0
The Vision Academy,Allentown,PA,1,3,12.0,,,,,,,,,0.0,59.0,0.4237,0.0678,0.3729,0.1186,0.0169,0.0,0.0,0.0,0.0,0.0,,14860.0,0.9444,,0.7869,,,0.9444,0.322,13481,149.6667361,0.459770115,,0.770999237,15000.0,0.375,0.0
Pacific College of Oriental Medicine-San Diego,San Diego,CA,1,3,11.0,,,,,,,,,0.0,124.0,0.5,0.0806,0.1855,0.0806,0.0161,0.0081,0.0806,0.0081,0.0403,0.6129,,20946.0,0.48,,,,,0.7440000000000001,0.768,17250,191.5103625,0.5625,,,23000.0,,
Salem College of Hairstyling,Rolla,MO,1,3,33.0,,,,,,,,,0.0,45.0,0.9778,0.0,0.0222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4060.0,0.5493,,0.5714,,,0.0,0.2667,,,,,0.5965,,,
Gulf Coast State College,Panama City,FL,2,1,13.0,,,,,,,,,0.0,3643.0,0.7354,0.1156,0.0554,0.0266,0.0049,0.0,0.0327,0.0011,0.0283,0.5446,5057.0,,0.4284,,,,,0.1821,0.4253,6985,77.54781925,0.589350181,0.348882822,,29900.0,0.46069181,0.0
Educational Technical College-Recinto de Bayamon,Bayamon,PR,1,3,21.0,,,,,,,,,0.0,225.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6090.0,0.9577,,0.6066,,,0.0,0.2933,,,,,0.585071194,14400.0,0.15442279,0.0
Texas School of Business-Friendswood,Friendswood,TX,1,3,21.0,,,,,,,,,0.0,262.0,0.3664,0.2405,0.3321,0.0115,0.0038,0.0,0.0,0.0,0.0458,0.0,,22595.0,0.6459999999999999,,0.7753,,,0.532,0.4962,9498,105.4472709,0.28372093,,0.664959081,23100.0,0.33822611,0.0
Aviation Institute of Maintenance-Houston,Houston,TX,1,3,11.0,,,,,,,,,0.0,251.0,0.247,0.239,0.3705,0.0478,0.008,0.0,0.0159,0.0,0.0717,0.0199,,24994.0,0.5267,,0.6364,,0.0,0.7557,0.49,20000,222.041,,,0.435509677,,,
Tri County Technology Center,Bartlesville,OK,1,1,32.0,,,,,,,,,0.0,539.0,0.6976,0.0649,0.0334,0.0093,0.1948,0.0,0.0,0.0,0.0,0.7848,9839.0,,0.2193,,1.0,,0.64,0.0,0.1336,,,,,0.758194771,25000.0,0.452631593,0.0
Rowan University,Glassboro,NJ,3,1,21.0,545.0,575.0,530.0,,,,,1120.0,0.0,10656.0,0.7291,0.0848,0.0937,0.0372,0.0025,0.0011,0.0241,0.0074,0.0201,0.1235,21541.0,,0.3007,0.841,,0.5,,0.5836,0.1353,21146,234.7639493,0.869053982,0.708457821,,48800.0,0.715412199,1.0
Centenary College,Hackettstown,NJ,3,2,21.0,475.0,480.0,470.0,21.0,,,,956.0,0.0,1708.0,0.5726,0.106,0.1042,0.0146,0.0029,0.0,0.006999999999999999,0.0363,0.1563,0.0574,,25419.0,0.2744,0.7091,,0.6667,,0.5817,0.3138,25000,277.55125,0.861396304,0.527668858,,41600.0,0.672752798,1.0
Eastern New Mexico University-Main Campus,Portales,NM,3,1,33.0,475.0,475.0,,20.0,19.0,19.0,,932.0,0.0,3767.0,0.4794,0.051,0.3472,0.0109,0.025,0.0048,0.0271,0.0313,0.0234,0.271,9410.0,,0.4102,0.5812,,0.5714,,0.3851,0.2728,16166,179.4757403,0.584106729,0.290613322,,30200.0,0.46621269,0.0
Academy for Jewish Religion-California,Los Angeles,CA,4,2,11.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Augusta School of Massage,Evans,GA,1,3,21.0,,,,,,,,,0.0,64.0,0.4375,0.5,0.0313,0.0,0.0,0.0,0.0313,0.0,0.0,0.1875,,7954.0,0.629,,,,,0.6774,0.6875,4052,44.9855066,0.561403509,,0.754711321,,,
California State Polytechnic University-Pomona,Pomona,CA,3,1,21.0,515.0,555.0,,23.0,22.0,25.0,,1070.0,0.0,20857.0,0.2159,0.0323,0.3722,0.2501,0.002,0.0028,0.039,0.0425,0.0432,0.1186,12135.0,,0.4404,0.8997,,0.7113,,0.3883,0.1747,18001,199.8480021,0.904316547,0.516180678,,52000.0,0.679114401,1.0
Metropolitan Learning Institute,Rego Park,NY,1,2,11.0,,,,,,,,,0.0,864.0,0.0116,0.147,0.3356,0.5058,0.0,0.0,0.0,0.0,0.0,0.0,,8662.0,0.9869,,0.7475,,,0.0893,0.9005,10973.5,121.8283457,0.7109375,,0.676564952,,0.274193555,0.0
Faris Technical Institute Inc,Nederland,TX,1,3,22.0,,,,,,,,,0.0,19.0,0.4737,0.4211,0.1053,0.0,0.0,0.0,0.0,0.0,0.0,0.4211,,19783.0,0.4118,,1.0,,0.0,0.2941,0.8947,,,0.194444444,,0.638883333,,,
University of Miami,Coral Gables,FL,3,2,21.0,650.0,675.0,640.0,30.0,32.0,30.0,,1332.0,0.0,11246.0,0.4302,0.0728,0.2171,0.0538,0.0015,0.0012,0.0268,0.1344,0.0623,0.0648,,30394.0,0.1855,0.9134,,0.88,,0.3559,0.0584,21250,235.9185625,0.896731055,0.811102237,,52400.0,0.742588222,1.0
Western Technical College,El Paso,TX,1,3,11.0,,,,,,,,,0.0,651.0,0.1674,0.0522,0.7020000000000001,0.0061,0.0046,0.0031,0.0015,0.0461,0.0169,0.23199999999999998,,20138.0,0.7020000000000001,,0.6349,,0.22,0.6721,0.5699,11204,124.3873682,0.598462448,,0.905531429,30600.0,0.452282161,0.0
SOWELA Technical Community College,Lake Charles,LA,1,1,13.0,,,,,,,,,0.0,2609.0,0.6355,0.2764,0.0234,0.0065,0.0073,0.0011,0.0169,0.0,0.033,0.3699,7595.0,,0.4243,,0.4558,,0.4094,0.0,0.2909,,,0.575117371,,0.432531902,27300.0,0.547101438,1.0
Mount Aloysius College,Cresson,PA,2,2,31.0,445.0,460.0,438.0,20.0,18.0,18.0,,915.0,0.0,1571.0,0.7912,0.0185,0.0095,0.0032,0.0019,0.0,0.0,0.0146,0.161,0.2056,,19648.0,0.4285,0.6011,,0.0,,0.7339,0.2566,25000,277.55125,0.834503511,0.428552709,,36600.0,0.645418346,1.0
Palau Community College,Koror,PW,2,1,,,,,,,,,,0.0,637.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3485,1665.0,,0.8662,,0.5459,,0.5882,0.0,0.2616,,,,,0.311885644,23700.0,,
Fashion Institute of Design & Merchandising-San Francisco,San Francisco,CA,2,3,11.0,,,,,,,,,0.0,637.0,0.3752,0.0502,0.2198,0.1805,0.0063,0.022000000000000002,0.044000000000000004,0.0455,0.0565,0.0895,,36184.0,0.3533,1.0,,,,0.6253,0.1695,12000,133.2246,0.810557474,0.569754651,,34500.0,0.585031748,1.0
Brite Divinity School,Fort Worth,TX,4,2,11.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,22500,249.796125,0.91053787,,,49100.0,0.783637583,1.0
Professional Hands Institute,Hialeah Gardens,FL,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5821,64.62503305,0.701799486,,,,,
Drexel University,Philadelphia,PA,3,2,11.0,570.0,620.0,575.0,27.0,27.0,27.0,8.0,1197.0,0.0,16257.0,0.5657,0.064,0.0564,0.1257,0.0015,0.0063,0.0263,0.1273,0.0267,0.1446,,33742.0,0.2021,0.8644,,0.8333,,0.5641,0.1823,26098,289.7413009,0.903795566,0.674268468,,61100.0,0.817550838,1.0
CBT College-Cutler Bay,Cutler Bay,FL,1,3,21.0,,,,,,,,,0.0,174.0,0.0172,0.3966,0.5632,0.0057,0.0,0.0,0.0115,0.0,0.0057,0.0,,17444.0,1.0,,0.8125,,,1.0,0.6839,9485,105.3029443,0.637647059,,0.5895,23100.0,0.361111104,0.0
Southeastern College-Jacksonville,Jacksonville,FL,1,3,11.0,,,,,,,,,0.0,205.0,0.4878,0.4,0.0244,0.0146,0.0,0.0,0.0683,0.0,0.0049,0.2537,,23973.0,0.7526,,0.7188,,0.7778,0.6392,0.7268,14250,158.2042125,0.440758294,,0.681346154,,,
The Art Institutes of York-PA,York,PA,3,3,22.0,,,,,,,,,0.0,462.0,0.6558,0.1602,0.1082,0.0195,0.0065,0.0022,0.0022,0.0,0.0455,0.3009,,25658.0,0.556,0.6154,,0.5135,,0.9025,0.1775,29879,331.718152,0.61452514,0.633520497,,31300.0,0.535922348,1.0
Belmont Abbey College,Belmont,NC,3,2,22.0,484.0,485.0,,21.0,21.0,21.0,,977.0,0.0,1634.0,0.3703,0.2723,0.0184,0.0073,0.0012,0.0006,0.0043,0.0214,0.3042,0.0563,,21950.0,0.4613,0.65,,0.6667,,0.7966,0.4347,27000,299.75535,0.659438776,0.406960123,,39200.0,0.588785052,1.0
Toni & Guy Hairdressing Academy-Colorado Springs,Colorado Springs,CO,1,3,11.0,,,,,,,,,0.0,49.0,0.6939,0.0,0.2245,0.0204,0.0204,0.0,0.0408,0.0,0.0,0.0,,18994.0,0.4769,,0.8,,,0.4692,0.2449,13000,144.32665,0.719745223,,0.807713846,,0.316455692,0.0
The Salon Professional Academy-Onalaska,Onalaska,WI,1,3,13.0,,,,,,,,,0.0,87.0,0.8851,0.046,0.0345,0.023,0.0115,0.0,0.0,0.0,0.0,0.0115,,11596.0,0.5565,,0.86,,,0.7097,0.2989,12625,140.1633813,0.719298246,,0.812482639,,,
Jackson State Community College,Jackson,TN,2,1,13.0,,,,,,,,,0.0,3413.0,0.7372,0.1998,0.0193,0.0053,0.0021,0.0,0.017,0.0012,0.0182,0.414,8819.0,,0.4874,,0.4325,,0.2742,0.0022,0.2651,,,,,0.149420227,27200.0,0.43376866,0.0
Virginia College-Florence,Florence,SC,0,3,23.0,,,,,,,,,0.0,458.0,0.1507,0.6878,0.1507,0.0,0.0,0.0,0.0066,0.0,0.0044,0.2642,,17104.0,0.9631,,0.5588,,0.2692,0.9815,0.5546,19000,210.93895,0.256332599,,,,,
Academy of Cosmetology,Janesville,WI,1,3,13.0,,,,,,,,,0.0,64.0,0.75,0.0781,0.0625,0.0313,0.0,0.0,0.0625,0.0,0.0156,0.125,,9773.0,0.7586,,0.9412,,,0.6897,0.5,9764,108.4004162,0.596774194,,0.508244262,,,
