INSTNM,CITY,STABBR,PREDDEG,CONTROL,LOCALE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,NPT4_PUB,NPT4_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6,gt_25k_05_p6
Indian Capital Technology Center-Stilwell,Stilwell,OK,1,1,41.0,,,,,,,,,0.0,145.0,0.3034,0.0,0.1379,0.0,0.5241,0.0,0.0276,0.0,0.0069,0.6,7019.0,,0.3537,,0.9286,,0.9123,0.0,0.2138,,,,,0.759972,22400.0,0.43910256,0.0
Four Rivers Career Center,Washington,MO,1,1,32.0,,,,,,,,,0.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1707,18195.0,,0.5278,,0.7273,,1.0,0.6389,0.5122,8750,97.1429375,0.545454545,,0.843740625,,,
Empire Beauty School-Lakewood,Lakewood,CO,1,3,12.0,,,,,,,,,0.0,62.0,0.4677,0.1129,0.3548,0.0161,0.0161,0.0,0.0,0.0,0.0323,0.0,,13059.0,0.8039,,0.619,,,0.7059,0.5968,9046.5,100.4346953,0.386120996,,0.4341,24000.0,0.327868849,0.0
University of Wisconsin-Superior,Superior,WI,3,1,22.0,,,,22.0,21.0,21.0,,1010.0,0.0,2415.0,0.8352,0.0203,0.0207,0.0099,0.0265,0.0012,0.0269,0.0559,0.0033,0.1677,12989.0,,0.4184,0.6565,,0.2,,0.6531,0.3011,23500,260.898175,0.819204801,0.383642767,,35600.0,0.56581986,1.0
Springfield College,Springfield,MA,3,2,12.0,500.0,525.0,,23.0,22.0,22.0,,1029.0,0.0,2157.0,0.8192,0.0454,0.0468,0.0097,0.0051,0.0009,0.0148,0.0083,0.0496,0.0144,,27674.0,0.2192,0.8429,,,,0.8985,0.0202,25000,277.55125,0.797081623,0.67414,,45100.0,0.719286203,1.0
Strayer University-Ohio,Mason,OH,3,3,21.0,,,,,,,,,0.0,724.0,0.4406,0.4185,0.028999999999999998,0.011000000000000001,0.0055,0.0014,0.0276,0.0,0.0663,0.9461,,29548.0,0.7439,0.0,,0.3265,,0.875,0.8267,39499.5,438.525424,0.444774917,,,51700.0,0.722576857,1.0
Troy University-Montgomery Campus,Montgomery,AL,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26000,288.6533,0.543508214,,,36600.0,0.613958538,1.0
Institute for Therapeutic Massage,Haskell,NJ,1,3,21.0,,,,,,,,,0.0,139.0,0.6115,0.1655,0.1511,0.0144,0.0216,0.0,0.0,0.0,0.036000000000000004,0.0,,16756.0,0.7742,,0.8421,,,0.9516,0.6763,6861,76.17116505,0.795539033,,0.963483212,,0.469273746,0.0
Pillar College,Newark,NJ,3,2,11.0,,,,,,,,,0.0,411.0,0.1071,0.5158,0.3066,0.0097,0.0,0.0049,0.0462,0.0,0.0097,0.1411,,13176.0,0.6472,0.619,,0.5,,0.7417,0.8109999999999999,25000,277.55125,0.611510791,,,,,
ITT Technical Institute-Swartz Creek,Swartz Creek,MI,2,3,21.0,,,,,,,,,0.0,402.0,0.6766,0.2488,0.0299,0.0,0.005,0.0,0.0149,0.0,0.0249,0.3284,,24178.0,0.7735,,,,,0.8537,0.7065,25833.5,286.8048087,0.394119686,0.337965505,,38400.0,0.591855824,1.0
Western Washington University,Bellingham,WA,3,1,13.0,555.0,550.0,,25.0,25.0,24.0,,1114.0,0.0,13925.0,0.7534,0.0156,0.068,0.0641,0.0043,0.0014,0.0759,0.0099,0.0074,0.0725,16325.0,,0.255,0.8282,,0.4643,,0.4661,0.0737,19500,216.489975,0.903966597,0.682378007,,43200.0,0.64320308,1.0
Canada College,Redwood City,CA,2,1,21.0,,,,,,,,,0.0,5217.0,0.3094,0.037000000000000005,0.4455,0.1141,0.0027,0.0173,0.0349,0.0107,0.0286,0.7801,2778.0,,0.1566,,0.6564,,0.3419,0.0179,0.5086,,,0.532467532,,0.182802636,29300.0,0.521739125,1.0
Vassar College,Poughkeepsie,NY,3,2,21.0,700.0,690.0,705.0,32.0,,,,1394.0,0.0,2436.0,0.6125,0.0575,0.1104,0.0952,0.0004,0.0,0.0587,0.0644,0.0008,0.0057,,20386.0,0.2199,0.9559,,1.0,,0.3716,0.0198,17545,194.7854673,0.978723404,0.92194803,,47100.0,0.647975087,1.0
Fortis College-Miami,Miami,FL,1,3,21.0,,,,,,,,,0.0,88.0,0.0,0.0455,0.8977,0.0,0.0,0.0,0.0,0.0,0.0568,0.0,,18301.0,0.5327,,0.5802,,,1.0,0.4545,12285,136.3886843,0.517579722,,0.671311188,23700.0,0.377419353,0.0
Bellarmine University,Louisville,KY,3,2,11.0,540.0,540.0,,25.0,25.0,24.0,,1116.0,0.0,2508.0,0.8405,0.0395,0.0343,0.0207,0.0024,0.0012,0.0243,0.0128,0.0243,0.0614,,23487.0,0.2264,0.797,,0.0,,0.5722,0.0941,25000,277.55125,0.885641677,0.64456988,,44900.0,0.716262996,1.0
Make-up Designory,Burbank,CA,1,3,12.0,,,,,,,,,0.0,241.0,0.5436,0.0166,0.1909,0.0664,0.0124,0.0041,0.0373,0.1203,0.0083,0.1452,,27893.0,0.252,,,,,0.4089,0.361,4962,55.0883721,0.874617737,,0.902041853,,,
Blackburn College,Carlinville,IL,3,2,32.0,545.0,560.0,,22.0,23.0,20.0,,1034.0,0.0,539.0,0.8683,0.0909,0.0148,0.0,0.0074,0.0019,0.0148,0.0,0.0019,0.0315,,13536.0,0.5273,0.7333,,0.3333,,0.838,0.0534,24567.5,272.7496134,0.814249364,0.448835511,,38000.0,0.533333361,1.0
Salve Regina University,Newport,RI,3,2,21.0,550.0,555.0,553.0,25.0,25.0,24.0,,1109.0,0.0,1989.0,0.7627,0.0156,0.0588,0.0116,0.0005,0.0005,0.0201,0.0151,0.1151,0.0568,,30670.0,0.2333,0.7904,,,,0.7204,0.0592,27000,299.75535,0.951456311,0.681485053,,48300.0,0.763040245,1.0
Elon University,Elon,NC,3,2,22.0,610.0,610.0,610.0,25.0,,,,1200.0,0.0,5599.0,0.8162,0.0632,0.0463,0.0191,0.0034,0.0009,0.0163,0.0177,0.017,0.0241,,31898.0,0.0911,0.8989,,1.0,,0.3375,0.0061,24500,272.000225,0.964351005,0.825239782,,44500.0,0.743421078,1.0
Bryant & Stratton College-Greece,Rochester,NY,2,3,21.0,,,,,,,,,0.0,381.0,0.5039,0.2992,0.1417,0.0157,0.0026,0.0,0.0341,0.0,0.0026,0.2966,,13675.0,0.7518,,,,,0.8313,0.5424,24260.5,269.341284,0.307965432,0.2857,,22300.0,0.406369179,0.0
Delta College of Arts & Technology,Baton Rouge,LA,1,3,12.0,,,,,,,,,0.0,678.0,0.2611,0.6917,0.0177,0.0103,0.0015,0.0,0.0177,0.0,0.0,0.0,,14985.0,0.6895,,0.5636,,,0.6579,0.4749,5500,61.061275,0.527363184,,0.631521273,24900.0,0.435185194,0.0
Bais Medrash Elyon,Monsey,NY,3,2,21.0,,,,,,,,,0.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.6,1.0,,,,0.0,0.1111,,,,,,,,
Ecclesia College,Springdale,AR,3,2,41.0,,,,,,,,,0.0,175.0,0.6286,0.0743,0.0686,0.0171,0.0286,0.0057,0.0343,0.1086,0.0343,0.1886,,17801.0,0.5,0.4722,,0.6154,,0.506,0.23600000000000002,,,0.53125,0.250007692,,,,
University of Nebraska Medical Center,Omaha,NE,3,1,11.0,,,,,,,,,0.0,810.0,0.9148,0.0123,0.0272,0.0185,0.0025,0.0,0.0173,0.0012,0.0062,0.1173,,,0.2274,,,,,0.6682,0.3377,16000,177.6328,0.978998384,,,64200.0,0.947873771,1.0
Anthem Institute-Cherry Hill,Cherry Hill,NJ,1,3,21.0,,,,,,,,,0.0,251.0,0.2231,0.4064,0.239,0.012,0.004,0.0,0.0677,0.0,0.0478,0.0,,25348.0,0.8333,,0.7708,,,0.9476,0.494,9500,105.469475,0.520253165,,0.670839669,45400.0,0.506134987,1.0
Clarke University,Dubuque,IA,3,2,13.0,500.0,513.0,,23.0,23.0,22.0,,1048.0,0.0,995.0,0.8784,0.0352,0.0342,0.006,0.006,0.001,0.0,0.0131,0.0261,0.1206,,22398.0,0.395,0.7613,,,,0.7859,0.1988,25650,284.7675825,0.856275304,0.66474957,,40900.0,0.706018507,1.0
South Texas Vocational Technical Institute-Corpus Christi,Corpus Christi,TX,1,3,11.0,,,,,,,,,0.0,268.0,0.1567,0.0634,0.7425,0.0112,0.0,0.0,0.0075,0.0,0.0187,0.0,,28205.0,0.6568,,0.3714,,,0.6785,0.4925,11243,124.8203482,0.213750851,,0.526094627,18900.0,0.240204424,0.0
New York Institute of Massage Inc,Williamsville,NY,1,3,21.0,,,,,,,,,0.0,103.0,0.8544,0.0971,0.0194,0.0,0.0,0.0,0.0291,0.0,0.0,0.4369,,17034.0,0.3991,,0.4375,,0.5833,0.5275,0.8155,10207,113.3186244,0.781456954,,0.922101299,20700.0,0.396039605,0.0
Bristol Technical Education Center,Bristol,CT,1,1,21.0,,,,,,,,,0.0,45.0,0.7111,0.1111,0.1333,0.0444,0.0,0.0,0.0,0.0,0.0,0.0,4393.0,,0.3077,,0.9804,,,0.0,0.2667,,,,,1,,,
Stautzenberger Institute-Allen Park,Allen Park,MI,1,3,21.0,,,,,,,,,0.0,106.0,0.1981,0.7075,0.066,0.0,0.0,0.0094,0.0189,0.0,0.0,0.3962,,17729.0,0.8392,,0.8889,,0.4,0.9231,0.7264,20000,222.041,0.482605477,,,29700.0,0.395669281,0.0
Tricoci University of Beauty Culture-Indianapolis,Indianapolis,IN,1,3,21.0,,,,,,,,,0.0,111.0,0.6036,0.3153,0.036000000000000004,0.027000000000000003,0.0,0.0,0.018000000000000002,0.0,0.0,0.4324,,15659.0,0.5514,,0.75,,0.7778,0.627,0.4955,7307,81.12267935,0.708609272,,0.803038636,,,
Regency Beauty Institute-Evansville,Evansville,IN,1,3,12.0,,,,,,,,,0.0,65.0,0.3231,0.1538,0.0154,0.0,0.0,0.0,0.0462,0.0,0.4615,0.3231,,20998.0,0.8103,,0.5,,0.5,0.8190000000000001,0.2923,14144,157.0273952,0.47496977,,0.463733333,19600.0,0.333333343,0.0
Itasca Community College,Grand Rapids,MN,2,1,33.0,,,,,,,,,0.0,1076.0,0.8011,0.0613,0.0288,0.0093,0.0325,0.0,0.052000000000000005,0.0084,0.0065,0.2398,11201.0,,0.4937,,0.5887,,0.6216,0.5048,0.2909,11000,122.12255,0.655172414,,0.338910287,30300.0,0.526418805,1.0
Eastwick College-Ramsey,Ramsey,NJ,2,3,21.0,,,,,,,,,0.0,987.0,0.3222,0.3668,0.2087,0.0628,0.001,0.0162,0.0,0.0,0.0223,0.5187,,30039.0,0.5013,,0.7517,,0.7,0.6935,0.7079,14458,160.5134389,0.689005236,,0.77146,34800.0,0.688679218,1.0
Hunter Business School,Levittown,NY,1,3,21.0,,,,,,,,,0.0,964.0,0.5913,0.1701,0.1722,0.0342,0.001,0.0031,0.027000000000000003,0.0,0.001,0.3589,,15407.0,0.6833,,0.8017,,0.7921,0.4877,0.6338,6816,75.6715728,0.657018813,,0.788525198,25900.0,0.502145946,1.0
University of Northwestern Ohio,Lima,OH,2,2,13.0,,,,,,,,,0.0,4104.0,0.6589,0.0307,0.0246,0.0019,0.0024,0.001,0.0007,0.0202,0.2595,0.115,,17346.0,0.5034,0.6762,,0.0,,0.7909,0.1501,21084,234.0756222,0.696849189,0.617220272,,35800.0,0.65620172,1.0
Atlantic Technical Center,Coconut Creek,FL,1,1,21.0,,,,,,,,,0.0,902.0,0.2694,0.4135,0.2605,0.0299,0.0055,0.0044,0.0166,0.0,0.0,0.0,6910.0,,0.127,,0.5583,,,0.0,0.5044,,,,,0.52267894,33200.0,0.482300878,0.0
Lincoln Technical Institute-Lowell,Lowell,MA,1,3,21.0,,,,,,,,,0.0,388.0,0.2964,0.0541,0.3531,0.0902,0.0,0.0,0.0129,0.0,0.1933,0.2397,,15316.0,0.7122,,0.8276,,0.7857,0.75,0.3686,9504,105.5138832,0.390612133,,0.506389744,31200.0,0.473020315,0.0
National Personal Training Institute of Cleveland,Richmond Heights,OH,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6333,70.30928265,,,,,,
University of Massachusetts-Boston,Boston,MA,3,1,11.0,490.0,525.0,,,,,,1015.0,0.0,11786.0,0.4157,0.1554,0.1198,0.1201,0.0014,0.0003,0.0249,0.0968,0.0656,0.2668,11741.0,,0.3831,0.7747,,0.7158,,0.5642,0.3335,,,0.781684796,0.409232962,,45800.0,0.697115362,1.0
South Florida State College,Avon Park,FL,2,1,41.0,,,,,,,,,0.0,2031.0,0.5332,0.1019,0.3013,0.0138,0.0015,0.0049,0.0143,0.0113,0.0177,0.5697,5491.0,,0.4554,,,,,0.0668,0.2794,,,0.707627119,0.453807426,,28300.0,0.439935058,0.0
Virginia College-Austin,Austin,TX,1,3,11.0,,,,,,,,,0.0,642.0,0.2492,0.2009,0.3692,0.0047,0.0016,0.0031,0.0109,0.0016,0.1589,0.5093,,18177.0,0.757,,0.2727,,0.402,0.8034,0.581,19000,210.93895,0.256332599,,0.411793382,26400.0,0.389043003,0.0
Rosemont College,Rosemont,PA,3,2,21.0,470.0,450.0,,21.0,21.0,19.0,,927.0,0.0,511.0,0.3836,0.3796,0.0822,0.047,0.0,0.0,0.0215,0.0039,0.0822,0.1996,,22571.0,0.5382,0.7067,,,,0.8416,0.1921,28000,310.8574,0.726384365,0.536247826,,45800.0,0.622222245,1.0
Florida College of Integrative Medicine,Orlando,FL,4,3,21.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNY at Fredonia,Fredonia,NY,3,1,32.0,520.0,525.0,,24.0,,,,1056.0,0.0,5049.0,0.8071,0.0495,0.0473,0.0204,0.0032,0.001,0.0083,0.0285,0.0347,0.0216,16628.0,,0.3498,0.7757,,0.0,,0.705,0.0456,24250,269.2247125,0.883036085,0.643072881,,40600.0,0.619406998,1.0
Ross Medical Education Center-Taylor,Taylor,MI,1,3,13.0,,,,,,,,,0.0,80.0,0.475,0.375,0.1125,0.0,0.0,0.0,0.0375,0.0,0.0,0.0,,20080.0,0.5517,,0.8936,,,0.5,0.7125,9500,105.469475,0.490923441,,0.599225397,24600.0,0.345454544,0.0
Anna Maria College,Paxton,MA,3,2,41.0,,,,,,,,,0.0,1135.0,0.7198,0.0784,0.067,0.0106,0.0035,0.0018,0.0211,0.0026,0.0952,0.2555,,24684.0,0.3655,0.687,,0.0,,0.7888,0.2948,26000,288.6533,0.739054291,0.46924738,,42400.0,0.632867157,1.0
Heritage Institute-Ft Myers,Fort Myers,FL,2,3,21.0,,,,,,,,,0.0,614.0,0.4756,0.2166,0.2687,0.0,0.0049,0.0,0.0309,0.0,0.0033,0.0,,19111.0,0.7292,,0.6831,,,0.7429,0.4088,13971,155.1067406,0.352578907,,0.674485489,23500.0,0.294117659,0.0
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,Washington,DC,4,2,11.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Falls College Montana State University,Great Falls,MT,2,1,13.0,,,,,,,,,0.0,1626.0,0.813,0.0129,0.0424,0.0055,0.0664,0.0018,0.0492,0.0,0.0086,0.4625,9776.0,,0.5689,,0.5111,,0.4203,0.594,0.4901,,,0.686567164,,0.257752062,26600.0,0.49217391,0.0
Regency Beauty Institute-Flint,Flint,MI,1,3,21.0,,,,,,,,,0.0,130.0,0.1923,0.2538,0.0,0.0154,0.0,0.0077,0.0846,0.0,0.4462,0.0,,19415.0,0.8190000000000001,,0.4667,,,0.7809999999999999,0.3692,14144,157.0273952,0.47496977,,0.401132967,19600.0,0.333333343,0.0
West Virginia Junior College-Bridgeport,Bridgeport,WV,2,3,32.0,,,,,,,,,0.0,210.0,0.9667,0.0286,0.0048,0.0,0.0,0.0,0.0,0.0,0.0,0.0762,,12203.0,0.8472,,0.6615,,0.0,0.9520000000000001,0.281,12369,137.3212565,0.413793103,,0.590585827,18600.0,0.223404258,0.0
Rasmussen College-Bloomington,Bloomington,MN,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23203,257.6008662,0.441587366,,,31300.0,0.538327515,1.0
Pennsylvania State University-Penn State Schuylkill,Schuylkill Haven,PA,3,1,32.0,423.0,425.0,415.0,20.0,19.0,21.0,7.0,850.0,0.0,796.0,0.6432,0.2173,0.0565,0.0151,0.0025,0.0013,0.0176,0.0188,0.0276,0.196,17030.0,,0.5283,0.7079,,1.0,,0.7716,0.1947,27000,299.75535,0.864039519,0.393642857,,47500.0,0.712785244,1.0
Allen County Community College,Iola,KS,1,1,33.0,,,,,,,,,0.0,2852.0,0.8569,0.0596,0.0572,0.0126,0.0116,0.0,0.0,0.0,0.0021,0.5347,5758.0,,0.4309,,0.5761,,0.1813,0.3266,0.2886,8298,92.1248109,0.532381998,,0.30010756,29300.0,0.498550713,0.0
Ross Medical Education Center-Davison,Davison,MI,1,3,21.0,,,,,,,,,0.0,181.0,0.884,0.0663,0.0166,0.0,0.0,0.0,0.0166,0.0,0.0166,0.0,,18815.0,0.5348,,0.4514,,,0.4412,0.4696,9500,105.469475,0.496932515,,0.8172,22200.0,0.425087094,0.0
San Joaquin Valley College-Ontario,Ontario,CA,2,3,12.0,,,,,,,,,0.0,698.0,0.1719,0.0559,0.6103,0.0444,0.0043,0.0186,0.053,0.0229,0.0186,0.0,,18599.0,0.8555,,0.7778,,,0.9343,0.3066,19648.5,218.1386294,0.426538462,,0.690669947,26900.0,0.471348882,0.0
Jefferson Davis Community College,Brewton,AL,2,1,32.0,,,,,,,,,0.0,1037.0,0.5853,0.297,0.0116,0.0183,0.0289,0.0,0.0135,0.0,0.0453,0.4089,3796.0,,0.5283,,0.5182,,0.4565,0.0,0.406,,,,,0.356118919,27200.0,0.417302787,0.0
Prism Career Institute-Upper Darby,Upper Darby,PA,1,3,21.0,,,,,,,,,0.0,315.0,0.1429,0.7809999999999999,0.0095,0.0,0.0032,0.0,0.0159,0.0,0.0476,0.1683,,38670.0,0.8316,,0.4528,,0.5814,0.6579,0.1238,14552,161.5570316,0.317554241,,0.923058654,31300.0,0.466386557,0.0
Pacific Union College,Angwin,CA,3,2,41.0,510.0,510.0,500.0,22.0,22.0,21.0,,1017.0,0.0,1601.0,0.2698,0.0768,0.2698,0.1811,0.005,0.0194,0.0725,0.0162,0.0893,0.0918,,22809.0,0.4393,0.8457,,1.0,,0.8453,0.1471,28334,314.5654847,0.810848401,0.438930363,,48600.0,0.684337378,1.0
MTI College,Sacramento,CA,1,3,21.0,,,,,,,,,0.0,594.0,0.7037,0.1027,0.0,0.0758,0.0,0.0051,0.096,0.0017,0.0152,0.0,,12836.0,0.6539,,0.6727,,0.0,0.7254,0.5673,10247.5,113.7682574,0.620829943,,0.597106889,38500.0,0.568822563,1.0
Fond du Lac Tribal and Community College,Cloquet,MN,2,1,31.0,,,,,,,,,0.0,996.0,0.6355,0.0843,0.0281,0.004,0.1456,0.001,0.0904,0.0,0.011000000000000001,0.3715,9822.0,,0.3099,,0.4744,,0.3226,0.3056,0.1945,14575,161.8123788,0.477477477,,0.244194419,25900.0,0.480263144,0.0
ITT Technical Institute-Albany,Albany,NY,2,3,21.0,,,,,,,,,0.0,253.0,0.6206,0.2174,0.0632,0.0316,0.004,0.0,0.0356,0.0,0.0277,0.2055,,22286.0,0.7543,,0.4063,,0.0,0.8464,0.7391,25833.5,286.8048087,0.394119686,,0.389701471,38400.0,0.591855824,1.0
Averett University,Danville,VA,3,2,33.0,470.0,475.0,430.0,20.0,,19.0,,941.0,0.0,870.0,0.6218,0.24600000000000002,0.0356,0.0092,0.0115,0.0,0.0,0.0736,0.0023,0.0218,,18671.0,0.4854,0.6693,,,,0.7399,0.0992,26000,288.6533,0.728456914,0.356765327,,42300.0,0.703496516,1.0
Everest Institute-Austin,Austin,TX,1,3,11.0,,,,,,,,,0.0,880.0,0.2409,0.1932,0.4614,0.0091,0.0057,0.0057,0.0511,0.0,0.033,0.0,,23751.0,0.7086,,0.772,,,0.4946,0.4239,9500,105.469475,0.246345531,,0.704068157,21200.0,0.30776757,0.0
Trumbull Career & Technical Center,Warren,OH,1,1,21.0,,,,,,,,,0.0,115.0,0.7739,0.1739,0.0174,0.0,0.0,0.0,0.0,0.0,0.0348,0.0,10596.0,,0.3527,,0.6772,,,0.3571,0.3565,8233,91.40317765,0.705583756,,0.667517391,21500.0,0.477011502,0.0
Temple University,Philadelphia,PA,3,1,11.0,555.0,565.0,555.0,25.0,25.0,25.0,7.0,1121.0,0.0,27511.0,0.6028,0.1352,0.0542,0.1011,0.0019,0.0009,0.0232,0.0348,0.0458,0.1058,20845.0,,0.3352,0.8883,,0.6957,,0.6583,0.1241,25799,286.421788,0.862263979,0.661003279,,46500.0,0.706463337,1.0
Dillard University,New Orleans,LA,3,2,11.0,435.0,425.0,,19.0,19.0,18.0,,884.0,0.0,1183.0,0.0025,0.8994,0.0059,0.0017,0.0,0.0,0.0059,0.049,0.0355,0.0465,,16233.0,0.7682,0.5918,,0.125,,0.8707,0.0904,32925,365.5349963,0.587057011,0.374656709,,34000.0,0.489247322,0.0
Huntingdon County Career and Technology Center,Mill Creek,PA,1,1,42.0,,,,,,,,,0.0,34.0,0.9706,0.0,0.0,0.0,0.0,0.0,0.0294,0.0,0.0,0.0,7392.0,,0.7429,,0.85,,,0.8857,0.6471,,,,,0.969715152,,,
Capri Beauty College,New Lenox,IL,1,3,21.0,,,,,,,,,0.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15677.0,0.3605,,0.8571,,,0.6395,0.0612,10000,111.0205,0.715686275,,,20400.0,0.400000006,0.0
American Career College-Anaheim,Anaheim,CA,1,3,11.0,,,,,,,,,0.0,1565.0,0.1546,0.0652,0.4875,0.1642,0.0019,0.0313,0.0882,0.0,0.006999999999999999,0.0,,25913.0,0.6792,,0.7357,,,0.5642,0.4728,9500,105.469475,0.539042441,,0.754271115,29800.0,0.532365382,1.0
Christine Valmy International School of Esthetics & Cosmetology,Pine Brook,NJ,1,3,21.0,,,,,,,,,0.0,135.0,0.5407,0.0593,0.2889,0.0593,0.0,0.0,0.0148,0.0148,0.0222,0.2593,,11843.0,0.3763,,0.9444,,1.0,0.3093,0.4815,3500,38.857175,,,,,,
The Art Institute of Washington-Dulles,Sterling,VA,3,3,21.0,,,,,,,,,0.0,243.0,0.2346,0.0988,0.1564,0.0288,0.0041,0.0041,0.037000000000000005,0.0,0.4362,0.2387,,25415.0,0.5,0.6364,,0.0,,0.8034,0.3197,29771,330.5191306,0.46834572,,,31600.0,0.452162504,0.0
Dorsey Business Schools-Wayne,Wayne,MI,1,3,21.0,,,,,,,,,0.0,191.0,0.4084,0.5079,0.0209,0.0,0.0052,0.0,0.0471,0.0,0.0105,0.0,,24823.0,0.7595,,0.6875,,,0.5759,0.5445,11250,124.8980625,0.379503323,,0.489814286,22800.0,0.312757194,0.0
Strayer University-Maryland,Suitland,MD,3,3,21.0,,,,,,,,,0.0,2038.0,0.1472,0.6855,0.0407,0.0221,0.0034,0.0025,0.0182,0.0069,0.0736,0.8621,,29224.0,0.4449,0.4444,,0.3478,,0.6459,0.9093,39499.5,438.525424,0.444774917,0.41306087,,51700.0,0.722576857,1.0
Regency Beauty Institute-St Cloud,Waite Park,MN,1,3,22.0,,,,,,,,,0.0,76.0,0.8289,0.0395,0.0132,0.0263,0.0132,0.0,0.0526,0.0,0.0263,0.0,,21187.0,0.7448,,0.5676,,,0.8138,0.1711,14144,157.0273952,0.47496977,,0.492077778,19600.0,0.333333343,0.0
Winston Salem Barber School,Winston Salem,NC,1,3,12.0,,,,,,,,,0.0,60.0,0.2833,0.6833,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6394.0,0.8571,,0.7692,,,0.0,0.6833,,,,,0.727286869,,,
Columbiana County Career and Technical Center,Lisbon,OH,1,1,32.0,,,,,,,,,0.0,190.0,0.9526,0.0316,0.0,0.0,0.0,0.0,0.0158,0.0,0.0,0.1895,1988.0,,0.9453,,0.8862,,0.9063,0.0,0.7316,,,,,0.909879399,19500.0,0.344444454,0.0
Mountainland Applied Technology College,Lehi,UT,1,1,21.0,,,,,,,,,0.0,815.0,0.7975,0.0098,0.1313,0.0123,0.011000000000000001,0.0086,0.0294,0.0,0.0,0.7853,,,0.0823,,0.888,,0.8974,0.0,0.3068,,,,,0.859018033,,,
Carolina Christian College,Winston Salem,NC,3,2,12.0,,,,,,,,,0.0,36.0,0.0556,0.8889,0.0278,0.0278,0.0,0.0,0.0,0.0,0.0,0.0,,5718.0,0.4569,1.0,,,,1.0,0.9444,,,,,,,,
Pickens Technical College,Aurora,CO,1,1,11.0,,,,,,,,,0.0,1184.0,0.3598,0.1495,0.4215,0.0431,0.0076,0.0042,0.0144,0.0,0.0,0.1098,9922.0,,0.1916,,0.7438,,0.6667,0.0,0.2965,,,,,0.7875,19100.0,0.459854007,0.0
Gordon State College,Barnesville,GA,2,1,32.0,430.0,420.0,,17.0,17.0,17.0,,840.0,0.0,4031.0,0.5542,0.3701,0.0342,0.0092,0.0017,0.0007,0.0258,0.0007,0.0032,0.3235,8798.0,,0.5392,1.0,,,,0.5603,0.2013,16300,180.963415,0.437560976,0.136985471,,29900.0,0.44939965,0.0
Pacific School of Religion,Berkeley,CA,4,2,12.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Educational Technical College-Recinto de Coamo,Coamo,PR,1,3,31.0,,,,,,,,,0.0,254.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11876.0,0.9912,,0.6855,,,0.0,0.3898,,,,,0.671545012,14400.0,0.15442279,0.0
Allstate Hairstyling & Barber College,Cleveland,OH,1,3,11.0,,,,,,,,,0.0,35.0,0.3143,0.3714,0.2857,0.0,0.0,0.0,0.0,0.0,0.0286,0.2,,5224.0,0.875,,0.6,,1.0,0.0139,0.7143,,,,,0.827153086,,,
Rob Roy Academy-New Bedford,New Bedford,MA,1,3,22.0,,,,,,,,,0.0,27.0,0.5185,0.1852,0.1481,0.0,0.0,0.0,0.0,0.0,0.1481,0.0,,14589.0,0.5882,,0.7273,,,0.6471,0.4444,9500,105.469475,0.441176471,,0.5999525,,0.25,0.0
Taylor College,Belleview,FL,2,3,41.0,,,,,,,,,0.0,234.0,0.6709,0.188,0.1068,0.0043,0.0,0.0085,0.0171,0.0,0.0043,0.0,,18344.0,0.5859,,0.8261,,,0.7323,0.8248,17063,189.4342792,0.613207547,,0.842119737,,,
ECPI University-Charlotte,Charlotte,NC,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,222.041,0.528502494,,,,,
Gentle Healing School of Massage,Cranbury,NJ,1,3,21.0,,,,,,,,,0.0,22.0,0.7727,0.0909,0.1364,0.0,0.0,0.0,0.0,0.0,0.0,0.2273,,16833.0,0.3415,,,,,0.4146,0.7727,,,0.825,,0.944425926,,,
